DRILLHOLE_NO,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,MAJOR_LITHOLOGY,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,DH_NAME,drill_date,dist_od_km
20449,3.0,18.0,N-,Neoproterozoic rocks,Sand,Adelaidean,False,False,False,PACMINEX EX 32,1973-10-16,223.7
20449,18.0,42.7,M-ta,Gawler Range Volcanics,Basalt,Mesoproterozoic,True,False,True,PACMINEX EX 32,1973-10-16,223.7
20450,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 33,1973-10-18,224.3
20450,3.0,30.0,N-hu----02,Umberatana Group unit 2,Shale,Adelaidean,False,False,False,PACMINEX EX 33,1973-10-18,224.3
20450,30.0,78.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 33,1973-10-18,224.3
20450,78.0,89.9,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 33,1973-10-18,224.3
20451,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 34,1973-10-18,226.3
20451,3.0,21.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 34,1973-10-18,226.3
20451,21.0,38.1,M-ta,Gawler Range Volcanics,Trachyandesite,Mesoproterozoic,True,False,True,PACMINEX EX 34,1973-10-18,226.3
20458,0.0,9.0,aI,Tertiary-Pleistocene rocks,Ferricrete,post-Cambrian cover,False,False,False,PACMINEX EX 39,1973-11-02,225.2
20458,9.0,49.4,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PACMINEX EX 39,1973-11-02,225.2
20458,49.4,50.3,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 39,1973-11-02,225.2
20460,0.0,3.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 101,1974-03-26,223.8
20460,3.0,46.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 101,1974-03-26,223.8
20461,0.0,19.5,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 2,1973-10-02,181.5
20461,19.5,21.0,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 2,1973-10-02,181.5
20461,21.0,26.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 2,1973-10-02,181.5
20461,26.0,36.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 2,1973-10-02,181.5
20461,36.0,64.0,N-hunt,Tapley Hill Formation,,Adelaidean,False,False,False,PACMINEX EX 2,1973-10-02,181.5
20461,64.0,65.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 2,1973-10-02,181.5
20462,0.0,6.0,IH,Quaternary rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 117,1974-06-10,216.8
20462,6.0,43.9,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 117,1974-06-10,216.8
20462,43.9,44.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 117,1974-06-10,216.8
20463,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 136,1974-07-01,181.7
20463,6.0,51.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 136,1974-07-01,181.7
20463,51.0,84.4,N-hu----02,Umberatana Group unit 2,Sandstone,Adelaidean,False,False,False,PACMINEX EX 136,1974-07-01,181.7
20463,84.4,84.5,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 136,1974-07-01,181.7
20464,0.0,7.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 155,1974-07-16,183.7
20464,7.0,26.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PACMINEX EX 155,1974-07-16,183.7
20465,0.0,12.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 11,1973-10-08,200.9
20465,12.0,24.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 11,1973-10-08,200.9
20465,24.0,67.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,PACMINEX EX 11,1973-10-08,200.9
20465,67.0,68.6,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,PACMINEX EX 11,1973-10-08,200.9
20542,0.0,24.0,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,PACMINEX EX 38,1973-11-01,225.9
20542,24.0,56.4,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 38,1973-11-01,225.9
20543,0.0,3.0,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,PACMINEX EX 97,1974-03-23,228.8
20543,3.0,17.0,M-ta,Gawler Range Volcanics,Basalt,Mesoproterozoic,True,False,True,PACMINEX EX 97,1974-03-23,228.8
20544,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 100,1974-03-26,229.0
20544,3.0,9.0,M-ta,Gawler Range Volcanics,Andesite,Mesoproterozoic,True,False,True,PACMINEX EX 100,1974-03-26,229.0
20545,0.0,5.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,PACMINEX EX 105,1974-03-27,224.9
20545,5.0,18.0,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 105,1974-03-27,224.9
20546,0.0,6.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,PACMINEX EX 108,1974-03-28,221.5
20546,6.0,7.5,ap----si,Tertiary silcrete,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 108,1974-03-28,221.5
20546,7.5,33.0,M-ta,Gawler Range Volcanics,Rhyodacite,Mesoproterozoic,True,False,True,PACMINEX EX 108,1974-03-28,221.5
20547,0.0,6.0,aI,Tertiary-Pleistocene rocks,Silcrete,post-Cambrian cover,False,False,False,PACMINEX EX 114,1974-06-08,221.6
20547,6.0,9.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,PACMINEX EX 114,1974-06-08,221.6
20547,9.0,14.0,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,PACMINEX EX 114,1974-06-08,221.6
20547,14.0,18.0,M-ta,Gawler Range Volcanics,Rhyolite,Mesoproterozoic,True,False,True,PACMINEX EX 114,1974-06-08,221.6
24131,0.0,12.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PUB 7,1975-03-08,265.9
24131,12.0,108.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PUB 7,1975-03-08,265.9
24131,108.0,114.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PUB 7,1975-03-08,265.9
24899,0.0,22.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,WILKATANA 17,1956-10-18,204.0
24899,22.0,56.4,op---u,Neuroodla Formation,,post-Cambrian cover,False,False,False,WILKATANA 17,1956-10-18,204.0
24899,56.4,63.9,YN,Proterozoic rocks,,Palaeoproterozoic,True,False,True,WILKATANA 17,1956-10-18,204.0
24957,0.0,82.2,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,WILKATANA 13,1956-10-07,209.2
24957,82.2,120.7,op---u,Neuroodla Formation,,post-Cambrian cover,False,False,False,WILKATANA 13,1956-10-07,209.2
24957,120.7,172.0,eo---o,Cotabena Formation,,post-Cambrian cover,False,False,False,WILKATANA 13,1956-10-07,209.2
24957,172.0,177.4,YN,Proterozoic rocks,,Palaeoproterozoic,True,False,True,WILKATANA 13,1956-10-07,209.2
24958,0.0,114.0,IH,Quaternary rocks,,post-Cambrian cover,False,False,False,WILKATANA 14,1956-10-11,210.0
24958,114.0,121.0,op---u,Neuroodla Formation,,post-Cambrian cover,False,False,False,WILKATANA 14,1956-10-11,210.0
24958,121.0,167.6,eo---o,Cotabena Formation,,post-Cambrian cover,False,False,False,WILKATANA 14,1956-10-11,210.0
24958,167.6,182.88,YN,Proterozoic rocks,,Palaeoproterozoic,True,False,True,WILKATANA 14,1956-10-11,210.0
132060,0.0,6.4,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,MPW 1,1972-04-18,228.7
132060,6.4,20.42,RK,Mesozoic rocks,Sand,post-Cambrian cover,False,False,False,MPW 1,1972-04-18,228.7
132060,20.42,22.25,AYm,Mulgathing Complex,Quartz Feldspar Porphyry,Archaean,True,False,True,MPW 1,1972-04-18,228.7
132075,0.0,19.81,M-tale,Ealbara Rhyolite,Quartz Feldspar Porphyry,Mesoproterozoic,True,False,True,BIRTHDAY DDH 1,1971-03-31,226.9
132076,0.0,20.12,M-tale,Ealbara Rhyolite,Quartz Feldspar Porphyry,Mesoproterozoic,True,False,True,BIRTHDAY DDH 2,1971-03-27,226.3
132077,0.0,19.81,M-tale,Ealbara Rhyolite,Quartz Feldspar Porphyry,Mesoproterozoic,True,False,True,BIRTHDAY DDH 3,1971-04-03,225.8
132078,0.0,10.21,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,MCP 1,1972-04-27,271.7
132078,10.21,31.69,JK---a,Algebuckina Sandstone,Sandstone,post-Cambrian cover,False,False,False,MCP 1,1972-04-27,271.7
132078,31.69,34.29,AYm,Mulgathing Complex,Adamellite,Archaean,True,False,True,MCP 1,1972-04-27,271.7
133881,0.0,42.67,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,CR 1,1960-02-26,329.6
133881,42.67,46.53,L-l,Lincoln Complex,Gneiss,Palaeoproterozoic,True,False,True,CR 1,1960-02-26,329.6
133882,0.0,67.74,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,CR - DEPT OF MINES 2,1960-02-17,330.5
133882,67.74,75.9,Ka----dw,Cretaceous-Paleocene deep weathering,Regolith,post-Cambrian cover,False,False,False,CR - DEPT OF MINES 2,1960-02-17,330.5
133882,75.9,77.62,Y-------09,Palaeoproterozoic unit 9,Gabbro,Palaeoproterozoic,True,False,True,CR - DEPT OF MINES 2,1960-02-17,330.5
133883,0.0,76.2,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,CR 3,1960-02-02,330.9
133883,76.2,86.79,Ka----dw,Cretaceous-Paleocene deep weathering,Regolith,post-Cambrian cover,False,False,False,CR 3,1960-02-02,330.9
133883,86.79,88.62,Y-------09,Palaeoproterozoic unit 9,Gabbro,Palaeoproterozoic,True,False,True,CR 3,1960-02-02,330.9
133885,0.0,13.72,I---cb,Bridgewater Formation,Calcarenite,post-Cambrian cover,False,False,False,STREAKY R 1A,1972-10-06,331.3
133885,13.72,67.06,eI-iba,Pantoulbie Formation,Sand,post-Cambrian cover,False,False,False,STREAKY R 1A,1972-10-06,331.3
133885,67.06,117.35,eI-ibp,Pidinga Formation,Sand,post-Cambrian cover,False,False,False,STREAKY R 1A,1972-10-06,331.3
133885,117.35,124.97,Y--p,St Peter Suite,Granite,Palaeoproterozoic,True,False,True,STREAKY R 1A,1972-10-06,331.3
133940,0.0,51.82,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,DME IR MINNIPA 1,1955-05-08,330.3
133940,51.82,59.44,Ka----dw,Cretaceous-Paleocene deep weathering,Regolith,post-Cambrian cover,False,False,False,DME IR MINNIPA 1,1955-05-08,330.3
133940,59.44,60.96,Y-------09,Palaeoproterozoic unit 9,Mafic Intrusive,Palaeoproterozoic,True,False,True,DME IR MINNIPA 1,1955-05-08,330.3
133941,0.0,57.91,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,DME IR 2,1959-05-20,329.9
133941,57.91,64.97,Ka----dw,Cretaceous-Paleocene deep weathering,Regolith,post-Cambrian cover,False,False,False,DME IR 2,1959-05-20,329.9
133941,64.97,66.29,Y-------09,Palaeoproterozoic unit 9,Gabbro,Palaeoproterozoic,True,False,True,DME IR 2,1959-05-20,329.9
133942,0.0,44.2,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,DME IR 6,1959-07-09,330.5
133942,44.2,44.96,Y-------09,Palaeoproterozoic unit 9,Gabbro,Palaeoproterozoic,True,False,True,DME IR 6,1959-07-09,330.5
133942,44.96,75.44,Y-------09,Palaeoproterozoic unit 9,Gabbro,Palaeoproterozoic,True,False,True,DME IR 6,1959-07-09,330.5
133943,0.0,47.24,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,DME IR 4,1959-05-27,332.3
133943,47.24,73.15,eI-ibp,Pidinga Formation,Sand,post-Cambrian cover,False,False,False,DME IR 4,1959-05-27,332.3
133943,73.15,74.98,------ns,no sample,,post-Cambrian cover,False,False,False,DME IR 4,1959-05-27,332.3
133943,74.98,76.5,M-th,Hiltaba Suite,Adamellite,Mesoproterozoic,True,False,True,DME IR 4,1959-05-27,332.3
133944,0.0,54.86,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,DME IR 3,1960-05-26,329.6
133944,54.86,57.91,Ka----dw,Cretaceous-Paleocene deep weathering,Regolith,post-Cambrian cover,False,False,False,DME IR 3,1960-05-26,329.6
133944,57.91,59.13,Y-------09,Palaeoproterozoic unit 9,Gabbro,Palaeoproterozoic,True,False,True,DME IR 3,1960-05-26,329.6
134099,0.0,2.5,I-,Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,A 169,1972-03-27,266.8
134099,2.5,37.5,K----c,Cadna-owie Formation,Sandstone,post-Cambrian cover,False,False,False,A 169,1972-03-27,266.8
134099,37.5,38.7,AYm,Mulgathing Complex,Igneous Intrusive,Archaean,True,False,True,A 169,1972-03-27,266.8
134158,0.0,10.06,IH,Quaternary rocks,Soil,post-Cambrian cover,False,False,False,CPB 7,1971-01-01,271.3
134158,10.06,25.6,JK------01,Jurassic-Cretaceous unit 1,Sandstone,post-Cambrian cover,False,False,False,CPB 7,1971-01-01,271.3
134158,25.6,31.7,AYm,Mulgathing Complex,Clay (Undiff. Origin),Archaean,True,False,True,CPB 7,1971-01-01,271.3
134158,31.7,34.29,AYm,Mulgathing Complex,Adamellite,Archaean,True,False,True,CPB 7,1971-01-01,271.3
134293,0.0,4.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,G 1,1904-10-23,159.6
134293,4.0,304.0,M-tauy,Yardea Dacite,Dacite,Mesoproterozoic,True,False,True,G 1,1904-10-23,159.6
134339,0.0,6.4,AYm--l,Lake Harris Komatiite,Schist,Archaean,True,False,True,LAKE HARRIS AUGER HOLE 1,1970-12-31,179.0
135902,0.0,4.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 4A,1973-12-31,191.7
135902,4.6,152.4,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 4A,1973-12-31,191.7
135903,0.0,7.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 1A,1973-12-31,192.1
135903,7.6,19.8,AYm,Mulgathing Complex,Clay (Regolith),Archaean,True,False,True,KENELLA 1A,1973-12-31,192.1
135903,19.8,152.4,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 1A,1973-12-31,192.1
135904,0.0,4.6,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 9A,1973-12-31,192.1
135904,4.6,118.57,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 9A,1973-12-31,192.1
135905,0.0,3.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,KENELLA 6A,1973-12-31,191.5
135905,3.0,15.2,AYm,Mulgathing Complex,Clay (Regolith),Archaean,True,False,True,KENELLA 6A,1973-12-31,191.5
135905,15.2,105.46,AYm,Mulgathing Complex,Gneiss,Archaean,True,False,True,KENELLA 6A,1973-12-31,191.5
136435,0.0,15.54,AYm--g,Glenloth Granite,Granite,Archaean,True,False,True,MT. MITCHELL 1,1966-01-01,184.2
136436,0.0,4.54,AYm--g,Glenloth Granite,Granite,Archaean,True,False,True,MT. MITCHELL 2,1966-01-01,184.1
136437,0.0,15.21,AYm--g,Glenloth Granite,Granite,Archaean,True,False,True,MT. MITCHELL 3,1966-01-01,184.2
136438,0.0,17.34,AYm--g,Glenloth Granite,Granite,Archaean,True,False,True,MT. MITCHELL 4,1966-01-01,184.2
139438,0.0,12.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,PUB 6,1975-03-07,258.5
139438,12.0,82.0,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,PUB 6,1975-03-07,258.5
139438,82.0,92.0,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,PUB 6,1975-03-07,258.5
139561,0.0,16.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,MF 1,1973-06-19,145.9
139561,16.0,38.0,N-huntw,Woocalla Dolomite Member,Clay (Undiff. Origin),Adelaidean,False,False,False,MF 1,1973-06-19,145.9
139561,38.0,94.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,MF 1,1973-06-19,145.9
139671,0.0,2.13,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 1,1971-03-27,135.8
139671,2.13,70.1,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 1,1971-03-27,135.8
139671,70.1,90.98,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,LD 1,1971-03-27,135.8
139671,90.98,92.66,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 1,1971-03-27,135.8
139672,0.0,12.19,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 2,1971-05-05,145.7
139672,12.19,42.67,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 2,1971-05-05,145.7
139672,42.67,183.46,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,LD 2,1971-05-05,145.7
139672,183.46,185.4,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 2,1971-05-05,145.7
139673,0.0,12.19,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 3,1971-05-24,148.1
139673,12.19,98.79,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 3,1971-05-24,148.1
139673,98.79,191.72,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,LD 3,1971-05-24,148.1
139673,191.72,192.6,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 3,1971-05-24,148.1
139674,0.0,9.14,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 4,1971-06-02,151.1
139674,9.14,42.67,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 4,1971-06-02,151.1
139674,42.67,135.27,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,LD 4,1971-06-02,151.1
139674,135.27,136.34,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 4,1971-06-02,151.1
139675,0.0,6.1,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 5,1971-06-01,156.4
139675,6.1,60.96,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 5,1971-06-01,156.4
139675,60.96,82.6,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,LD 5,1971-06-01,156.4
139675,82.6,83.1,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 5,1971-06-01,156.4
139676,0.0,6.1,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 6,1971-06-01,154.9
139676,6.1,27.43,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 6,1971-06-01,154.9
139676,27.43,66.05,N-hunt,Tapley Hill Formation,Shale,Adelaidean,False,False,False,LD 6,1971-06-01,154.9
139676,66.05,67.76,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 6,1971-06-01,154.9
139677,0.0,6.1,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,LD 7,1971-06-01,170.7
139677,6.1,36.58,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,LD 7,1971-06-01,170.7
139677,36.58,75.29,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,LD 7,1971-06-01,170.7
139768,0.0,29.0,IH,Quaternary rocks,Sand,post-Cambrian cover,False,False,False,MF 2,1973-06-21,145.4
139768,29.0,71.0,N-huntw,Woocalla Dolomite Member,Shale,Adelaidean,False,False,False,MF 2,1973-06-21,145.4
139768,71.0,94.5,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,MF 2,1973-06-21,145.4
139770,0.0,4.0,IH,Quaternary rocks,Silcrete,post-Cambrian cover,False,False,False,MF 4,1973-06-22,137.0
139770,4.0,18.0,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,MF 4,1973-06-22,137.0
139770,18.0,20.0,N-hu----02,Umberatana Group unit 2,Clay (Undiff. Origin),Adelaidean,False,False,False,MF 4,1973-06-22,137.0
139770,20.0,89.0,N-huntw,Woocalla Dolomite Member,Shale,Adelaidean,False,False,False,MF 4,1973-06-22,137.0
139770,89.0,91.5,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,MF 4,1973-06-22,137.0
139771,0.0,7.0,IH,Quaternary rocks,Gravel,post-Cambrian cover,False,False,False,MF 5,1973-06-23,143.9
139771,7.0,92.0,N-huntw,Woocalla Dolomite Member,Shale,Adelaidean,False,False,False,MF 5,1973-06-23,143.9
139771,92.0,96.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,MF 5,1973-06-23,143.9
139778,0.0,11.0,N-hueh,Whyalla Sandstone,Siltstone,Adelaidean,False,False,False,MF 12,1974-09-20,162.7
139778,11.0,15.0,N-hu----02,Umberatana Group unit 2,Siltstone,Adelaidean,False,False,False,MF 12,1974-09-20,162.7
139778,15.0,52.0,N-huntw,Woocalla Dolomite Member,Shale,Adelaidean,False,False,False,MF 12,1974-09-20,162.7
139778,52.0,54.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,MF 12,1974-09-20,162.7
139809,0.0,2.0,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,M 15,1972-06-23,192.7
139809,2.0,15.0,N-hueh,Whyalla Sandstone,Clay (Undiff. Origin),Adelaidean,False,False,False,M 15,1972-06-23,192.7
139809,15.0,17.0,N-huntw,Woocalla Dolomite Member,Dolomite Rock,Adelaidean,False,False,False,M 15,1972-06-23,192.7
139809,17.0,30.0,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,M 15,1972-06-23,192.7
139883,0.0,3.05,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 5,1968-10-10,166.7
139883,3.05,21.03,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 5,1968-10-10,166.7
139883,21.03,23.77,N-huntw,Woocalla Dolomite Member,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 5,1968-10-10,166.7
139883,23.77,45.7,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,WP 5,1968-10-10,166.7
139884,0.0,14.63,aI,Tertiary-Pleistocene rocks,Gravel,post-Cambrian cover,False,False,False,WP 6,1968-10-11,168.5
139884,14.63,26.21,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 6,1968-10-11,168.5
139884,26.21,29.26,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 6,1968-10-11,168.5
139885,0.0,3.05,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 7,1968-10-12,167.9
139885,3.05,19.2,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 7,1968-10-12,167.9
139885,19.2,22.56,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 7,1968-10-12,167.9
139885,22.56,27.4,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 7,1968-10-12,167.9
139886,0.0,1.83,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 8,1968-10-14,167.7
139886,1.83,10.67,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 8,1968-10-14,167.7
139886,10.67,24.38,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 8,1968-10-14,167.7
139886,24.38,36.58,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,WP 8,1968-10-14,167.7
139887,0.0,7.62,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,WP 9,1968-10-14,167.2
139887,7.62,15.2,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 9,1968-10-14,167.2
139888,0.0,9.14,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,WP 10,1968-10-15,167.0
139888,9.14,44.2,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 10,1968-10-15,167.0
139888,44.2,45.7,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 10,1968-10-15,167.0
139889,0.0,6.1,aI,Tertiary-Pleistocene rocks,Clay (Undiff. Origin),post-Cambrian cover,False,False,False,WP 11,1968-10-16,166.6
139889,6.1,28.96,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 11,1968-10-16,166.6
139889,28.96,36.58,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 11,1968-10-16,166.6
139891,0.0,3.05,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 13,1968-10-17,166.3
139891,3.05,13.72,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 13,1968-10-17,166.3
139891,13.72,30.48,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 13,1968-10-17,166.3
139891,30.48,35.05,M----p,Pandurra Formation,Quartzite,Mesoproterozoic,True,True,False,WP 13,1968-10-17,166.3
139893,0.0,6.1,aI,Tertiary-Pleistocene rocks,Gravel,post-Cambrian cover,False,False,False,WP 15,1968-12-02,167.3
139893,6.1,25.91,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 15,1968-12-02,167.3
139893,25.91,30.48,M----p,Pandurra Formation,Sandstone,Mesoproterozoic,True,True,False,WP 15,1968-12-02,167.3
139894,0.0,3.05,aI,Tertiary-Pleistocene rocks,Sand,post-Cambrian cover,False,False,False,WP 16,1968-12-03,168.0
139894,3.05,8.84,N-hueh,Whyalla Sandstone,Sandstone,Adelaidean,False,False,False,WP 16,1968-12-03,168.0
139894,8.84,24.38,N-hunt,Tapley Hill Formation,Clay (Undiff. Origin),Adelaidean,False,False,False,WP 16,1968-12-03,168.0
139894,24.38,30.48,M----p,Pandurra Formation,,Mesoproterozoic,True,True,False,WP 16,1968-12-03,168.0
