DRILLHOLE_NO,DH_NAME,lon_dd,lat_dd,drill_date,OPERATOR_NAME,in_regional_window,dist_od_km,LOGGING_ORGANISATION,logging_date,logged_before_t0,DEPTH_FROM_M,DEPTH_TO_M,GIS_CODE,STRAT_UNIT_NAME,age_class,is_pre_adelaidean,is_pandurra,is_crystalline_basement,MAJOR_LITHOLOGY,MINOR_LITHOLOGY,DESCRIPTION,facies_class,reduced_words,reductant_words,oxidised_words
5059,COMM RAILWAYS  - DH 29,134.4729571,-29.2555023,1974-10-11,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1993-09-17,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Gravel,Partly silty sand over silcrete gravel,none,,,
5059,COMM RAILWAYS  - DH 29,134.4729571,-29.2555023,1974-10-11,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1993-09-17,False,3.0,10.0,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,,Clean fine gr. sand,none,,,
5060,COMM RAILWAYS  -  DH 29A,134.4729571,-29.2555023,1974-12-08,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1993-09-17,False,0.0,5.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,Sand,Sandy gravel with clay and silt,none,,,
5060,COMM RAILWAYS  -  DH 29A,134.4729571,-29.2555023,1974-12-08,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1993-09-17,False,5.0,6.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,Stiff fissured clay with kaolinite fragments,none,,,
5060,COMM RAILWAYS  -  DH 29A,134.4729571,-29.2555023,1974-12-08,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1993-09-17,False,6.0,10.75,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Silt,Silty sand with a trace of gravel,none,,,
5061,COMM RAILWAYS  RR-MB 30,134.4729571,-29.2555023,1974-12-06,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1994-02-17,False,0.0,3.5,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Gravel,Sand,Gravel with clay and sand,none,,,
5061,COMM RAILWAYS  RR-MB 30,134.4729571,-29.2555023,1974-12-06,South Australia. Department of Mines and Energy.,False,267.5,Mines & Energy SA,1994-02-17,False,3.5,10.5,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Silt,Fine gr. silty sand with bands of coarse gr. qtz. sand and fine gr. gravel,none,,,
5062,COMM RAILWAYS  RR-MB 26,134.4357991,-29.2110083,1974-11-28,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1994-02-17,False,0.0,3.6,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Gravel,,Sandy gravel with a little clay,none,,,
5062,COMM RAILWAYS  RR-MB 26,134.4357991,-29.2110083,1974-11-28,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1994-02-17,False,3.6,7.5,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Siltstone,,"Kaolinised, sandy siltstone with clay bands",none,,,
5062,COMM RAILWAYS  RR-MB 26,134.4357991,-29.2110083,1974-11-28,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1994-02-17,False,7.5,10.6,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,,Fine-med. gr. silty sand,none,,,
5063,COMM RAILWAYS  -  DH 27,134.4357991,-29.2110083,1974-11-30,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1993-09-17,False,0.0,6.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Gravel,Sand,"Sandy gravel, silty and clayey in places",none,,,
5063,COMM RAILWAYS  -  DH 27,134.4357991,-29.2110083,1974-11-30,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1993-09-17,False,6.0,7.5,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,"Clay shale with gravelly and sandy bands, grading to siltst.",none,,,
5063,COMM RAILWAYS  -  DH 27,134.4357991,-29.2110083,1974-11-30,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1993-09-17,False,7.5,10.55,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,Silt,Silty fine gr. sand,none,,,
5064,COMM RAILWAYS  -  DH 28,134.4357991,-29.2110083,1974-12-03,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1993-09-17,False,0.0,4.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Gravel,"Sand and gravel, silty and clayey in places",none,,,
5064,COMM RAILWAYS  -  DH 28,134.4357991,-29.2110083,1974-12-03,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1993-09-17,False,4.0,7.5,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,Silty clay shale over sandy and clayey siltstone,none,,,
5064,COMM RAILWAYS  -  DH 28,134.4357991,-29.2110083,1974-12-03,South Australia. Department of Mines and Energy.,False,273.2,Mines & Energy SA,1993-09-17,False,7.5,10.6,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sand,,Slightly silty fine gr. sand with traces of fine gravel,none,,,
5089,COMM RAILWAYS (B1A) 16,134.3339211,-28.9010523,1972-03-29,South Australia. Department of Mines and Energy.,False,300.3,Mines & Energy SA,1993-07-21,False,0.0,10.5,I-,Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,Silcrete,Partly silicified sand with silcrete,none,,,
5089,COMM RAILWAYS (B1A) 16,134.3339211,-28.9010523,1972-03-29,South Australia. Department of Mines and Energy.,False,300.3,Mines & Energy SA,1993-07-21,False,10.5,51.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),,Partly carbonaceous clay,reduced,carbonaceous,carbonaceous,
5091,CH 4,134.3435161,-28.9052683,1971-12-03,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,0.0,4.4,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Silt,"Sand, silty fines, sand, gravel",none,,,
5091,CH 4,134.3435161,-28.9052683,1971-12-03,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,4.4,20.3,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Silt,"Plastic, kaolinitic silty clay",none,,,
5092,CH 5,134.3435161,-28.9052683,1971-12-09,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,0.0,1.3,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Gravel,"Sand, silty fines, gravel",none,,,
5092,CH 5,134.3435161,-28.9052683,1971-12-09,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,1.3,18.9,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Silt,"Plastic, kaolinitic clay, sicicified silt",none,,,
5093,CH 6,134.3435161,-28.9052683,1972-02-03,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,0.0,3.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Silt,"Silty fine sand, silty fines, angular-subangular gravel",none,,,
5093,CH 6,134.3435161,-28.9052683,1972-02-03,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,3.0,20.45,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Silt,Clay (Undiff. Origin),"Silicified silt, plastic. kaolinitic clay",none,,,
5094,CH 7,134.3435161,-28.9052683,1972-02-08,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,0.0,1.1,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Sand,Silt,"Silty fine sand, silty fines, angular to subangular gravel",none,,,
5094,CH 7,134.3435161,-28.9052683,1972-02-08,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,1.1,20.25,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Silt,Clay (Undiff. Origin),"Silicified silt, Kaolinitic clayey silt",none,,,
5095,CH 8,134.3435161,-28.9052683,1972-02-10,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,0.0,1.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Silt,Sand,"Plastic clayey silt, silty sand",none,,,
5095,CH 8,134.3435161,-28.9052683,1972-02-10,South Australia. Department of Mines and Energy.,False,299.2,Mines & Energy SA,1993-07-01,False,1.0,17.2,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Silt,Clay (Undiff. Origin),"Silicified silt, clayey silt",none,,,
5096,COMM RAILWAYS RR-WH (A-202) 26,134.3763381,-28.9857633,1973-08-09,South Australia. Department of Mines and Energy.,False,291.5,Mines & Energy SA,1994-02-17,False,0.0,1.2,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,,Top soil with minor plant fibres and FeO nodules,none,,,
5096,COMM RAILWAYS RR-WH (A-202) 26,134.3763381,-28.9857633,1973-08-09,South Australia. Department of Mines and Energy.,False,291.5,Mines & Energy SA,1994-02-17,False,1.2,9.0,ap----si,Tertiary silcrete,post-Cambrian cover,False,False,False,Silcrete,,Large ang. frags of silcrete with ferruginous cement,oxidised,,,ferruginous
5096,COMM RAILWAYS RR-WH (A-202) 26,134.3763381,-28.9857633,1973-08-09,South Australia. Department of Mines and Energy.,False,291.5,Mines & Energy SA,1994-02-17,False,9.0,78.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Mudstone,,"Partly carbonaceous lutite, weathered at top",reduced,carbonaceous,carbonaceous,
5096,COMM RAILWAYS RR-WH (A-202) 26,134.3763381,-28.9857633,1973-08-09,South Australia. Department of Mines and Energy.,False,291.5,Mines & Energy SA,1994-02-17,False,78.0,100.0,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sandstone,Mudstone,"Ang. qtz arenite, partly arenaceous lutite, subrounded quartzose rudite, lignite displaying plant structures",none,,,
5097,COMM RAILWAYS RR-WH (B 1) 27,134.3466131,-28.8904823,1973-08-18,South Australia. Department of Mines and Energy.,False,299.9,Mines & Energy SA,1994-02-17,False,0.0,0.3,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,,"Subrounded qtz grains, ferruginous lutite and subang.-subrounded silcrete fragments",oxidised,,,ferruginous
5097,COMM RAILWAYS RR-WH (B 1) 27,134.3466131,-28.8904823,1973-08-18,South Australia. Department of Mines and Energy.,False,299.9,Mines & Energy SA,1994-02-17,False,0.3,15.0,ap----si,Tertiary silcrete,post-Cambrian cover,False,False,False,Silcrete,,Ang. silcrete fragments - silicified Bulldog Shale,none,,,
5097,COMM RAILWAYS RR-WH (B 1) 27,134.3466131,-28.8904823,1973-08-18,South Australia. Department of Mines and Energy.,False,299.9,Mines & Energy SA,1994-02-17,False,15.0,53.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Mudstone,,"Lutite, weathered at top with silcrete lenses, partly carbonaceous, silty, sandy and clayey",reduced,carbonaceous,carbonaceous,
5097,COMM RAILWAYS RR-WH (B 1) 27,134.3466131,-28.8904823,1973-08-18,South Australia. Department of Mines and Energy.,False,299.9,Mines & Energy SA,1994-02-17,False,53.0,94.25,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sandstone,Conglomerate,"Partly rudaceous, subrounded-well rounded arenite, arenaceous rudite, plastic lutite at EOH",none,,,
5098,COMM RAILWAYS RR-WH(B 17) 28,134.3457801,-28.7529873,1973-09-07,South Australia. Department of Mines and Energy.,False,309.2,Mines & Energy SA,1994-02-17,False,0.0,1.0,IH,Quaternary rocks,post-Cambrian cover,False,False,False,Soil,,Top soil covered with subrounded fragments of silcrete,none,,,
5098,COMM RAILWAYS RR-WH(B 17) 28,134.3457801,-28.7529873,1973-09-07,South Australia. Department of Mines and Energy.,False,309.2,Mines & Energy SA,1994-02-17,False,1.0,11.0,ap----si,Tertiary silcrete,post-Cambrian cover,False,False,False,Silcrete,,Silicified lutite and arenite.,none,,,
5098,COMM RAILWAYS RR-WH(B 17) 28,134.3457801,-28.7529873,1973-09-07,South Australia. Department of Mines and Energy.,False,309.2,Mines & Energy SA,1994-02-17,False,11.0,93.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Mudstone,,"Partly carbonaceous lutite, kaolinitic and with silcrete fragments near top",reduced,carbonaceous,carbonaceous,
5098,COMM RAILWAYS RR-WH(B 17) 28,134.3457801,-28.7529873,1973-09-07,South Australia. Department of Mines and Energy.,False,309.2,Mines & Energy SA,1994-02-17,False,93.0,132.3,JK------01,Jurassic-Cretaceous unit 1,post-Cambrian cover,False,False,False,Sandstone,Conglomerate,"Ang.-rounded, partly rudaceous arenite, rounded quartzite and qtz rudite, shale",none,,,
5106,COMM. RAILWAYS RR-MB 23,134.3204641,-28.7352433,1974-10-03,South Australia. Department of Mines and Energy.,False,312.3,Mines & Energy SA,1994-02-17,False,0.0,1.8,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,,Med. gr. silty sand with claystone fragments,none,,,
5106,COMM. RAILWAYS RR-MB 23,134.3204641,-28.7352433,1974-10-03,South Australia. Department of Mines and Energy.,False,312.3,Mines & Energy SA,1994-02-17,False,1.8,15.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Claystone,Siltstone,Partly kaolinised claystone and siltstone,none,,,
5107,COMM. RAILWAYS RR-MB 24,134.3610931,-28.9460513,1974-10-07,South Australia. Department of Mines and Energy.,False,295.2,Mines & Energy SA,1994-02-17,False,0.0,1.0,aI,Tertiary-Pleistocene rocks,post-Cambrian cover,False,False,False,Sand,Silt,"Med.-coarse gr., silty sand",none,,,
5107,COMM. RAILWAYS RR-MB 24,134.3610931,-28.9460513,1974-10-07,South Australia. Department of Mines and Energy.,False,295.2,Mines & Energy SA,1994-02-17,False,1.0,15.0,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Claystone,,"Partly brecciated, FeO cemented and kaolinised claystone",none,,,
5145,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,False,350.4,Mines & Energy SA,1993-07-15,False,0.0,60.96,K--rmb,Bulldog Shale,post-Cambrian cover,False,False,False,Shale,Siltstone,Possibly carbonaceous shale and gypsiferous siltstone,reduced,carbonaceous,carbonaceous,
5145,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,False,350.4,Mines & Energy SA,1993-07-15,False,60.96,105.16,K----c,Cadna-owie Formation,post-Cambrian cover,False,False,False,Sandstone,,"Med.-coarse gr. friable sandstone, dolomitic near top",none,,,
5145,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,False,350.4,Mines & Energy SA,1993-07-15,False,105.16,132.59,JK---a,Algebuckina Sandstone,post-Cambrian cover,False,False,False,Sandstone,,Fine-coarse gr. kaolinitic fair sorted sandstone,none,,,
5145,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,False,350.4,Mines & Energy SA,1993-07-15,False,132.59,521.21,P----t,Mount Toondina Formation,post-Cambrian cover,False,False,False,Sandstone,Siltstone,"Fine-med. gr. sandstone, argilliceous siltstone, coal",none,,,
5145,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,False,350.4,Mines & Energy SA,1993-07-15,False,521.21,548.64,P----s,Stuart Range Formation,post-Cambrian cover,False,False,False,Claystone,,Claystone with minor silt and sand,none,,,
5145,MOUNT FURNER 1,134.4653931,-28.1025323,1969-06-17,South Australia. Department of Mines and Energy.,False,350.4,Mines & Energy SA,1993-07-15,False,548.64,555.04,AYm,Mulgathing Complex,Archaean,True,False,True,Gneiss,,Well banded qtz/garnet/biot gneiss,none,,,
6090,SA BULK HANDLING CUNGENA SILO 1,134.712461,-32.5851093,1966-07-20,South Australia. Department of Mines and Energy.,False,315.2,Mines & Energy SA,1993-07-26,False,0.0,5.18,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Sand,Calcrete,"Sand, calcrete, minor silt, gravel",none,,,
6090,SA BULK HANDLING CUNGENA SILO 1,134.712461,-32.5851093,1966-07-20,South Australia. Department of Mines and Energy.,False,315.2,Mines & Energy SA,1993-07-26,False,5.18,11.28,eI-iba,Pantoulbie Formation,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, clay, gravel, ?ferricrete, ?silcrete",none,,,
6091,SA BULK HANDLING CUNGENA SILO 2,134.713492,-32.5858963,1966-07-23,South Australia. Department of Mines and Energy.,False,315.2,Mines & Energy SA,1993-07-26,False,0.0,5.18,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Sand,Calcrete,"Sand, calcrete, minor silt, gravel",none,,,
6091,SA BULK HANDLING CUNGENA SILO 2,134.713492,-32.5858963,1966-07-23,South Australia. Department of Mines and Energy.,False,315.2,Mines & Energy SA,1993-07-26,False,5.18,15.24,eI-iba,Pantoulbie Formation,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"Sand, clay, minor gravel, ?silcrete",none,,,
6092,E&WS - KUDDLEBA BORE,134.8555389,-32.6454883,1913-08-01,South Australia. Engineer in Chiefs Department.,False,311.7,"Dept of Water, Land and Bio Cons",2010-04-23,False,0.0,3.05,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Limestone,Sand,"limestone, sandy, gypsum, clay",none,,,
6092,E&WS - KUDDLEBA BORE,134.8555389,-32.6454883,1913-08-01,South Australia. Engineer in Chiefs Department.,False,311.7,"Dept of Water, Land and Bio Cons",2010-04-23,False,3.05,22.05,eI-i-g,Garford Formation,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Sand,"sandy clay, come gypsun and silaceous rocks",none,,,
6092,E&WS - KUDDLEBA BORE,134.8555389,-32.6454883,1913-08-01,South Australia. Engineer in Chiefs Department.,False,311.7,"Dept of Water, Land and Bio Cons",2010-04-23,False,22.25,27.4,Y--p,St Peter Suite,Palaeoproterozoic,True,False,True,Granite,,granite,none,,,
6095,HIGHWAYS & LOCAL GOVT DEPT,134.7732719,-32.7491693,1962-04-02,,False,325.5,"Dept of Water, Land and Bio Cons",2010-04-23,False,0.0,10.67,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Limestone,,limestone,none,,,
6095,HIGHWAYS & LOCAL GOVT DEPT,134.7732719,-32.7491693,1962-04-02,,False,325.5,"Dept of Water, Land and Bio Cons",2010-04-23,False,10.67,19.2,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Clay (Undiff. Origin),Calcrete,"calcareous sandy clay, limestone and qtz grit",none,,,
6100,,134.7689199,-32.7731653,1948-11-08,,False,327.8,"Dept of Water, Land and Bio Cons",2010-04-23,False,0.0,7.0,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Limestone,,limestone,none,,,
6100,,134.7689199,-32.7731653,1948-11-08,,False,327.8,"Dept of Water, Land and Bio Cons",2010-04-23,False,7.0,43.89,eI-i-g,Garford Formation,post-Cambrian cover,False,False,False,Sand,Clay (Undiff. Origin),"light yellow brown sand, clayey",oxidised,,,brown
6100,,134.7689199,-32.7731653,1948-11-08,,False,327.8,"Dept of Water, Land and Bio Cons",2010-04-23,False,43.89,57.0,M-th,Hiltaba Suite,Mesoproterozoic,True,False,True,Clay (Undiff. Origin),Quartzite,"weathered granite, pipe clay, qtzt grit",none,,,
6100,,134.7689199,-32.7731653,1948-11-08,,False,327.8,"Dept of Water, Land and Bio Cons",2010-04-23,False,57.0,58.0,M-th,Hiltaba Suite,Mesoproterozoic,True,False,True,Granite,,granite,none,,,
6101,HIGHWAYS & LOCAL GOVT DEPT,134.7704859,-32.7575443,1962-06-11,,False,326.4,"Dept of Water, Land and Bio Cons",2010-04-23,False,0.0,19.81,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Limestone,,limestone,none,,,
6101,HIGHWAYS & LOCAL GOVT DEPT,134.7704859,-32.7575443,1962-06-11,,False,326.4,"Dept of Water, Land and Bio Cons",2010-04-23,False,19.81,55.47,eI-i-g,Garford Formation,post-Cambrian cover,False,False,False,Sand,Grit,"cream to red, sand with abundant grit",oxidised,,,red
6109,HIGHWAYS AND LOCAL GOVT DEPT,134.7274739,-32.6908493,1963-12-06,,False,323.2,"Dept of Water, Land and Bio Cons",2010-04-23,False,0.0,10.67,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Limestone,Sand,	limestone,none,,,
6109,HIGHWAYS AND LOCAL GOVT DEPT,134.7274739,-32.6908493,1963-12-06,,False,323.2,"Dept of Water, Land and Bio Cons",2010-04-23,False,10.67,47.24,I---cb,Bridgewater Formation,post-Cambrian cover,False,False,False,Sandstone,Grit,"gritty sand, sandstone.",none,,,
